channelId,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UC2EPbg9Ke8YrmQGeNxmXk_A,364790,1300.0,False,34
UCzhA5Bu3i6z613ywgNujujg,210825,827.0,False,8
UCOVHXruYxtnhJEku218tYwA,424,10.0,False,5
UCwRbbGyMsw9Twsj-fwpFVNg,148024,946.0,False,13
UCeiPYPFoCdu7pa30Cvf33Cg,13463,179.0,False,43
UCivjtEm25_qjnhmhCknQ6Cg,1368181,20500.0,False,74
UCWXMYuyIFqQVp65njE6Kxhg,520517,1520.0,False,172
UCLX15TEil6-Gh1Cr1OfjsIg,378,16.0,False,12
UCVncohyBP6BEOCuDll_3-5A,12355,124.0,False,35
UCyj9cBbAil2AJpJhC8Z7lxQ,973322,665.0,False,60
UCvmhSUBcpPUG09bpkDpqErA,6357,,True,54
UCUkFFX5ggg28oLEliRLN_nw,78709,1550.0,False,27
UCDtDzl-QRXkVrkyzc0IxQaQ,175029,784.0,False,10
UCeZeP6qQvQ6eY8if-XvbCiw,480165,2310.0,False,16
UCqJAAqgJ4ewrUG9YX2bB46w,146055,485.0,False,43
UCmlGR6HEMB16sZz91aIFY3g,12315,253.0,False,7
UC6g9IQCp5N3fbDUIDLzKC5A,275542,564.0,False,137
UCAQCQZez9x4otXseqKBuqIA,5779,207.0,False,61
UCmhzqjG541Jio9KQP5Cl7SQ,1049,12.0,False,11
UCffpLYC-cL62vpiihorefMw,1055,11.0,False,10
UCV-nInyuY5fn--MoZN9rp9g,705,25.0,False,8
UC0QnMkz74etr6MbUAq6Qy1w,576979,5140.0,False,7
UCGEE2QwQEVynIm_edNcV1FA,638319,4450.0,False,57
UCqu5oFoMv2UL-hKlm7XWffw,1216517,9410.0,False,997
UCTNAGAxqqanthoCgmrbHbBA,11011671,76900.0,False,1407
UCqPfYqaYoEcItYGW7_1_dQA,220,33.0,False,3
UCDxTTe0-Q-wx1Z97CXBg8Nw,253395,4500.0,False,39
UCYIvgTba7f5sYGr3o6e6zfg,2039,53.0,False,53
UCoPeLbeRgCY-mOKCsJKf5Hg,50107,560.0,False,177
UCcPWIo5s9syeOwV3ZR7uEGg,42371,340.0,False,141
UCQK5QdMYBaesQiEiNBKwDWA,7983,157.0,False,9
UC1tl0ecuh5q0NKQlsg1YLgQ,114082,,True,199
UCqJFhD2NjfugWv7awdtcZAQ,138894,2250.0,False,30
UCIsTtgoxExXaMY2tGHb_nVA,142033,1890.0,False,88
UCxcgXtj2hRYNaJoYilJT0jw,64060,365.0,False,112
UC5BC1gUyOqN5Q7gndzqxyYw,656170,,True,18
UComAdfQIboygIm1usw4HNMQ,1199,161.0,False,15
UCcke5M6ybmZya5yl6A4Bt_g,451133,3200.0,False,92
UC5bEer0GcLmXfPpQU-sSoUg,1996690,13600.0,False,873
UC7lD3hnuF6kvo-K2SoDz6Sg,36004,,True,235
UCOiRxcj7cAz92CZ-vSpIhRA,162,3.0,False,6
UCSduU5xQjoMCAc7TXBgr7gA,13379,,True,67
UCT_9d574TzYbEI0DF0OPLYQ,4903,175.0,False,53
UCS92WxBNcRv58h-g82Ed16A,9,4.0,False,2
UCis8GISQ2po_qi1LYw6y6IA,441655,,True,142
